Country	Source Company IDs	City	Tamr ID	mockid	Enriched Phone Number - National Format	Full Address	Entity ID	Alternative Names	Enriched Phone Number - Carrier	Enriched Full Address	Enriched Phone Type	Phone	Google Lookup	Company Name	Address Line 1	Enriched Phone Number - Is Valid?	Address Line 2	Region	Postal Code
US	001U0000009IL5A9Fo	DAYTON	53903e62-7d12-3213-9eff-6c1310b2110b	1	(301) 924-1967	2235 US HWY 130, DAYTON, NJ, 8810, US	53903e62-7d12-3213-9eff-6c1310b2110b				Fixed Line	3019241967	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ACCUTEST+CORPORATION	ACCUTEST CORPORATION	2235 US HWY 130	TRUE	null	NJ	8810
US	001U000000KOGkWN65	MILFORD	78139e1f-2dce-3585-8c96-1b191c9f28f4	1	null	117 SOUTH F ST, MILFORD, NE, 68405, US	78139e1f-2dce-3585-8c96-1b191c9f28f4		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ACE+REPORTING-US,+LLC	ACE REPORTING-US, LLC	117 SOUTH F ST	null	null	NE	68405
US	001U000000a7oC9Knc	SAN DIEGO, CA	a5ec3056-b23b-334a-af7b-7f9b87987ba6	1	null	6779 MESA RIDGE ROAD STE 100, SAN DIEGO, CA, CA, 92121, US	a5ec3056-b23b-334a-af7b-7f9b87987ba6		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ACEA+BIOSCIENCES+INC.	ACEA BIOSCIENCES INC.	6779 MESA RIDGE ROAD STE 100	null	null	CA	92121
US	001U000000Mj14Sn7B	SAN MARCOS	0a184220-19ce-3011-8133-cdc8ea36d669	1	(760) 744-4400	1857 DIAMOND STREET, SAN MARCOS, CA, 92078, US	0a184220-19ce-3011-8133-cdc8ea36d669				Fixed Line	7607444400	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ACI+MEDICAL,+LLC	ACI MEDICAL, LLC	1857 DIAMOND STREET	TRUE	null	CA	92078
US	001U000000r101YYGY	COLUMBIA	e337089e-0d42-32c0-bba9-6faf2b631fd5	1	(803) 407-0805	3604 FERNANDINA RD STE 104, COLUMBIA, SC, 29210, US	e337089e-0d42-32c0-bba9-6faf2b631fd5				Mobile	8034070805	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ACOUSTCAL+DESIGN,+LLC	ACOUSTCAL DESIGN, LLC	3604 FERNANDINA RD STE 104	TRUE	null	SC	29210
US	001U000000Kkl4wNXV | 001U000000Vwyv0nYR | 001U000000nHEuMsSj	ADA	93ae202c-81e3-3f00-bef1-71bd323601b6	1	(580) 332-9400	1109 NORTH BROADWAY, ADA, OK, 74820, US	93ae202c-81e3-3f00-bef1-71bd323601b6				Fixed Line	5803329400	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADA+MOTORCARS+PARTNERSHIP,+LP	ADA MOTORCARS PARTNERSHIP, LP	1109 NORTH BROADWAY	TRUE	null	OK	74820
US	001U0000007ur9Q7Ru	BILLINGS	e64ce3b1-b825-3bc2-9862-c3e38b8fae83	1	null	2305 MONTANA AVENUE, BILLINGS, MT, 59101, US	e64ce3b1-b825-3bc2-9862-c3e38b8fae83		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADAM+ASSOCIATES,+INC	ADAM ASSOCIATES, INC	2305 MONTANA AVENUE	null	null	MT	59101
US	001U000000la7KtH2o	NIXA	323d34f1-fb26-37d0-95b1-fdd021c1dc98	1	null	109 NORTH TRUMAN BOULEVARD, NIXA, MO, 65714, US	323d34f1-fb26-37d0-95b1-fdd021c1dc98		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADAMS+FUNERAL+HOME	ADAMS FUNERAL HOME	109 NORTH TRUMAN BOULEVARD	null	null	MO	65714
US	001U000000w5e5etpN	FLY CREEK	ec0def5a-619b-3782-9139-5ce70484ad23	1	null	196 CEMETERY RD, FLY CREEK, NY, 13337, US	ec0def5a-619b-3782-9139-5ce70484ad23		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADIRONDACK+LEATHER+PRODUCTS+INC	ADIRONDACK LEATHER PRODUCTS INC	196 CEMETERY RD	null	null	NY	13337
US	001U000000ULI4InNf	CORPUS CHRISTI	f08240cc-31de-39c9-8dd2-37836f974644	1	null	825 CANTWELL LANE, CORPUS CHRISTI, TX, 78408, US	f08240cc-31de-39c9-8dd2-37836f974644		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADRIAN+ENTERPRISES+INC	ADRIAN ENTERPRISES INC	825 CANTWELL LANE	null	null	TX	78408
US	001U000000BRDWSviZ	SAN JOSE	f433422e-6a4c-3469-b1e7-d9fbc4e0a25b	1	null	998 PARK AVE, SAN JOSE, CA, 95126, US	f433422e-6a4c-3469-b1e7-d9fbc4e0a25b		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCE+DESIGN+CONSULTANTS	ADVANCE DESIGN CONSULTANTS	998 PARK AVE	null	null	CA	95126
US	001U0000001VXLtJrB	AURORA	34fc8bbf-8201-3ab5-92e7-be70d954bc4a	1	null	21100 EAST 32ND PKWY, AURORA, CO, 80011, US	34fc8bbf-8201-3ab5-92e7-be70d954bc4a		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+CIRCUITS,+INC.	ADVANCED CIRCUITS, INC.	21100 EAST 32ND PKWY	null	null	CO	80011
US	001U000000uvi0oONu	YORK, PA	d641ccad-30c0-3abf-91d8-ec50380724af	1	(610) 948-1000	ROAD 32 CAMPBELL, YORK, PA, PA, 17402, US	d641ccad-30c0-3abf-91d8-ec50380724af				Fixed Line	6109481000	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+FLUID+SYSTEMS,+INC.	ADVANCED FLUID SYSTEMS, INC.	ROAD 32 CAMPBELL	TRUE	null	PA	17402
US	001U000000mHkINZxi	NORCROSS	bcde78c1-087e-31ca-9047-4c8b62557c43	1	null	4364 SHACKLEFORD RD STE C, NORCROSS, GA, 30093, US	bcde78c1-087e-31ca-9047-4c8b62557c43		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+FURNITURE+SERVICES,+INC.	ADVANCED FURNITURE SERVICES, INC.	4364 SHACKLEFORD RD STE C	null	null	GA	30093
US	001U000000pWFkU60N	CHARLOTTE	9150d579-efcb-3ad1-b6d7-42729e699fd4	1	null	3120 WHITEHALL PARK DR, CHARLOTTE, NC, 28273, US	9150d579-efcb-3ad1-b6d7-42729e699fd4		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+MISSION+SYSTEMS,+LLC	ADVANCED MISSION SYSTEMS, LLC	3120 WHITEHALL PARK DR	null	null	NC	28273
US	001U000000umu76Fpj	null	ecfe49d0-e676-3949-9211-bbf68e7ba03e	1	null	1334 AIRPORT ROAD, CO, 81303, US	ecfe49d0-e676-3949-9211-bbf68e7ba03e		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+MOBILE+PROPULSION+TEST+LLC	ADVANCED MOBILE PROPULSION TEST LLC	1334 AIRPORT ROAD	null	null	CO	81303
US	001U000000LfwOc9SD | 001U000000uOOB27Bn	IRVING	2bcd0e0c-d537-36e9-abdc-6efc9d0ea4a3	1	null	2010 CENTURY CENTER BLVD STE R, IRVING, TX, 75062, US	2bcd0e0c-d537-36e9-abdc-6efc9d0ea4a3		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+MOTOR+CONTROL+&+SUPPLY,+INC.	ADVANCED MOTOR CONTROL & SUPPLY, INC.	2010 CENTURY CENTER BLVD STE R	null	null	TX	75062
US	001U000000GaE7YpSj	TIJERAS	50a2ed78-8172-342a-bc0b-a67b5b31cb4b	1	null	43 CAMPO ROAD, TIJERAS, NM, 87059, US	50a2ed78-8172-342a-bc0b-a67b5b31cb4b		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+OPTICAL+CONSULTING	ADVANCED OPTICAL CONSULTING	43 CAMPO ROAD	null	null	NM	87059
US	001U000000A106WQwL	GAITHERSBURG	50ef27c8-5aa2-3211-864f-ea6b97ba3ae4	1	null	555 QUINCE ORCHARD RD STE 500, GAITHERSBURG, MD, 20878, US	50ef27c8-5aa2-3211-864f-ea6b97ba3ae4		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=ADVANCED+TECHNOLOGIES+AND+LABORATORIES+(ATL)+INTERNATIONAL,+INC	ADVANCED TECHNOLOGIES AND LABORATORIES (ATL) INTERNATIONAL, INC	555 QUINCE ORCHARD RD STE 500	null	null	MD	20878
US	001U000000jaDt7gzu	MEADOWS OF DAN	4fba6ebc-9e17-393f-b1c8-e35a3db5c9d2	1	null	4298 JEB STUART HWY, MEADOWS OF DAN, VA, 24120, US	4fba6ebc-9e17-393f-b1c8-e35a3db5c9d2		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AERIAL+MACHINE+&+TOOL+CORPORATION	AERIAL MACHINE & TOOL CORPORATION	4298 JEB STUART HWY	null	null	VA	24120
US	001U000000wFJDBWrV	SIMPSONVILLE	7912aad4-3b1a-385a-ba83-ac3e73cfbe24	1	(864) 757-9890	222 LADEAN COURT - SUITE B, SIMPSONVILLE, SC, 29680, US	7912aad4-3b1a-385a-ba83-ac3e73cfbe24				Fixed Line	8647579890	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AEROCENTRA+LLC	AEROCENTRA LLC	222 LADEAN COURT - SUITE B	TRUE	null	SC	29680
US	001U000000jDNRLoj8	CHESTER	f5d169d6-f793-3cae-9828-16741e21e0f8	1	null	12A INSPIRATION LANE, CHESTER, CT, 6412, US	f5d169d6-f793-3cae-9828-16741e21e0f8		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AEROCISION,+LLC	AEROCISION, LLC	12A INSPIRATION LANE	null	null	CT	6412
US	001U000000uSfXF8HC	VALENCIA	73d35df7-81a5-3291-92a0-0add24f661cc	1	null	28402 LIVINGSTON AVE, VALENCIA, CA, 91355, US	73d35df7-81a5-3291-92a0-0add24f661cc	ASC PROCESS SYSTEMS	null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AEROSPACE+SERVICE+&+CONTROLS,+INC.	AEROSPACE SERVICE & CONTROLS, INC.	28402 LIVINGSTON AVE	null	null	CA	91355
US	001U000000boulx6UY	GRAPEVINE	9b065d8f-75a7-31d5-a81a-0547938bc0e2	1	null	4155 PATRIOT DR STE 200, GRAPEVINE, TX, 76051, US	9b065d8f-75a7-31d5-a81a-0547938bc0e2		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AERSALE,+INC.	AERSALE, INC.	4155 PATRIOT DR STE 200	null	null	TX	76051
US	001U0000007NEjO0R5	CARLSBAD	8c167dda-b6eb-35c4-be86-2b62dd509280	1	null	3205 LIONSHEAD AVENUE, CARLSBAD, CA, 92010, US	8c167dda-b6eb-35c4-be86-2b62dd509280		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AETHERCOMM,+INC.	AETHERCOMM, INC.	3205 LIONSHEAD AVENUE	null	null	CA	92010
US	001U000000iaMsEBDX	HUNTSVILLE, AL	5858b465-6ff4-3e0c-8a58-451b28be8f24	1	null	1525 PERIMETER PARKWAY NORTHWEST STE 115, HUNTSVILLE, AL, AL, 35801, US	5858b465-6ff4-3e0c-8a58-451b28be8f24		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AETOS+SYSTEMS,+INC.	AETOS SYSTEMS, INC.	1525 PERIMETER PARKWAY NORTHWEST STE 115	null	null	AL	35801
US	001U000000ZTTPUXr0	NEWBURGH	58a77d36-c79f-3842-95d9-daf9f6a83f37	1	(845) 565-2000	ONE DALFONSO ROAD, NEWBURGH, NY, 12550, US	58a77d36-c79f-3842-95d9-daf9f6a83f37				Fixed Line	8455652000	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AFFORDABLE+FLOORS+OF+N.Y.,+INC.	AFFORDABLE FLOORS OF N.Y., INC.	ONE DALFONSO ROAD	TRUE	null	NY	12550
US	001U000000ZbPQMVrC	RESTON	7f5d4da1-8956-3051-8cd1-962feac543ce	1	null	12110 SUNSET HILLS RD STE 450, RESTON, VA, 20190, US	7f5d4da1-8956-3051-8cd1-962feac543ce		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AFG+CONSTRUCTION+MANAGEMENT+INCORPORATED	AFG CONSTRUCTION MANAGEMENT INCORPORATED	12110 SUNSET HILLS RD STE 450	null	null	VA	20190
US	001U0000003fkEGinN | 001U000000gGYGtDZA	KNOXVILLE, TN	5d4caeef-923f-338a-a087-604007da96f1	1	null	10337 YELLOW PINE LANE, KNOXVILLE, TN, TN, 37932, US	5d4caeef-923f-338a-a087-604007da96f1		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AGILE+TECHNOLOGIES+INC.	AGILE TECHNOLOGIES INC.	10337 YELLOW PINE LANE	null	null	TN	37932
US	001U000000gvKIgVsu	WARNER ROBINS	8a618d66-eb87-386e-bd33-b1cbaf54cef1	1	null	64 GREEN ST, WARNER ROBINS, GA, 31093, US	8a618d66-eb87-386e-bd33-b1cbaf54cef1		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AGING+AIRCRAFT+CONSULTING,+LLC	AGING AIRCRAFT CONSULTING, LLC	64 GREEN ST	null	null	GA	31093
US	001U000000InH7QF0J	JOHNSTON	e8cc911f-882b-306b-8996-1f6ed1a09ea4	1	(785) 410-6823	5530 W PWY, SUITE 300, JOHNSTON, IA, 50131, US	e8cc911f-882b-306b-8996-1f6ed1a09ea4				Mobile	7854106823	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AGPIXEL,+LLC	AGPIXEL, LLC	5530 W PWY, SUITE 300	TRUE	null	IA	50131
US	001U000000hFVNlTiW	BLACKSBURG	8308516d-d919-3813-b722-5d310d00d1e3	1	null	1700 KRAFT DRIVE, BLACKSBURG, VA, 24060, US	8308516d-d919-3813-b722-5d310d00d1e3		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AGRIVISIONS	AGRIVISIONS	1700 KRAFT DRIVE	null	null	VA	24060
US	001U000000iX7VYnJf	PIEDMONT	a7bc0ccf-4b9f-3f8c-8e30-c037edab38f3	1	null	111 PINE ST, PIEDMONT, SD, 57769, US	a7bc0ccf-4b9f-3f8c-8e30-c037edab38f3		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AGWARE,+INC	AGWARE, INC	111 PINE ST	null	null	SD	57769
US	001U000000dRHxRG9A	ANCHORAGE	c88ba3fd-71a4-39ba-9c13-e92fcb0e2b84	1	null	560 EAST 34 AVENUE SUITE 101, ANCHORAGE, AK, 99503, US	c88ba3fd-71a4-39ba-9c13-e92fcb0e2b84		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AHTNA+HART+CROWSER+JV+INC	AHTNA HART CROWSER JV INC	560 EAST 34 AVENUE SUITE 101	null	null	AK	99503
US	001U000000kUvCQ4uX	NEWCASTLE, OK	8fa0b0db-efee-351a-a91c-e065f94be72f	1	(405) 387-9555	2301N. MAIN ST, NEWCASTLE, OK, OK, 73065, US	8fa0b0db-efee-351a-a91c-e065f94be72f				Fixed Line	4053879555	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AIP+ENTERPRISES,+LLC	AIP ENTERPRISES, LLC	2301N. MAIN ST	TRUE	null	OK	73065
US	001U0000002uXth2oY | 001U0000003M3KWpJJ	MENTOR	1b73c46b-1a97-39ca-822d-857bb0c37332	1	null	7501 CLOVER AVENUE, MENTOR, OH, 44060, US	1b73c46b-1a97-39ca-822d-857bb0c37332		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AIR+TECHNICAL+INDUSTRIES,+INC	AIR TECHNICAL INDUSTRIES, INC	7501 CLOVER AVENUE	null	null	OH	44060
US	001U000000CAjFkh1C	GRAPEVINE	32a48b6a-44e6-3711-8632-79e15056017c	1	null	931 S CHURCH ST, GRAPEVINE, TX, 76051, US	32a48b6a-44e6-3711-8632-79e15056017c		null		null	null	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AIRPORT+LIGHTING+SYSTEMS,+INC.	AIRPORT LIGHTING SYSTEMS, INC.	931 S CHURCH ST	null	null	TX	76051
US	001U0000003xdudvbZ	THEODORE	24658735-f32a-33b7-ad87-4a939ecfa6e0	1	(251) 599-7825	5880 NICHOLSON DR, THEODORE, AL, 36582, US	24658735-f32a-33b7-ad87-4a939ecfa6e0	AIRWAVES RIGGING			Mobile	2515997825	https://www.google.com/search?hl=en&source=hp&ei=JLL3XeiIFeOOggf8-aHIDA&q=AIRWAVES+RIGGING+LLC	AIRWAVES RIGGING LLC	5880 NICHOLSON DR	TRUE	null	AL	36582
